Mês,Estação,Trecho,Sentido,Trecho macro,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa Horário da Coleta,Faixa de Quilometragem,É réptil mais atropelado?
10,Primavera,4,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,80,chuva forte,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 75 e 100,0
10,Primavera,4,RJ,Serra,Sem divisão,1,Pavimento rígido,2,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
10,Primavera,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 775 e 800,0
10,Primavera,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 800 e 825,0
10,Primavera,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
10,Primavera,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
10,Primavera,6,RJ,Serra,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 50 e 75,0
10,Primavera,5,JF,Serra,Sem divisão,1,Pavimento semi-flexível,2,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
10,Primavera,4,RJ,Serra,Sem divisão,1,Pavimento rígido,2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
10,Primavera,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 800 e 825,0
10,Primavera,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
10,Primavera,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 18 e 00,Entre 0 e 25,0
10,Primavera,6,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
10,Primavera,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
10,Primavera,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 0 e 25,0
10,Primavera,10,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 25 e 50,0
10,Primavera,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,chuva fina,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 00 e 06,Entre 25 e 50,0
11,Primavera,15,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 800 e 825,0
11,Primavera,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 0 e 25,0
11,Primavera,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
11,Primavera,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 25 e 50,0
11,Primavera,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
11,Primavera,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
11,Primavera,2,RJ,Baixada,Barreira rígida (New Jersey),3,Pavimento flexível (asfalto),3,60,chuva forte,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 100 e 125,0
11,Primavera,6,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 50 e 75,0
11,Primavera,6,JF,Serra,Sem divisão,2,Pavimento flexível (asfalto),1,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 18 e 00,Entre 50 e 75,0
11,Primavera,4,JF,Serra,Sem divisão,1,Pavimento semi-flexível,2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 75 e 100,0
11,Primavera,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 50 e 75,0
11,Primavera,5,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
11,Primavera,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
11,Primavera,11,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 0 e 25,0
12,Primavera,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
12,Primavera,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 50 e 75,0
12,Primavera,7,RJ,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,70,chuva forte,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 50 e 75,0
12,Primavera,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 0 e 25,0
12,Primavera,5,JF,Serra,Sem divisão,1,Pavimento rígido,2,60,chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
12,Primavera,1,JF,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),8,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 100 e 125,0
12,Verão,15,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 18 e 00,Entre 800 e 825,0
12,Verão,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 775 e 800,0
12,Verão,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),7,70,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 06 e 12,Entre 25 e 50,0
12,Verão,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
1,Verão,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
1,Verão,4,RJ,Serra,Sem divisão,1,Pavimento rígido,2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
1,Verão,3,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
1,Verão,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),5,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
1,Verão,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
1,Verão,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
1,Verão,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 18 e 00,Entre 25 e 50,0
1,Verão,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 25 e 50,0
1,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
2,Verão,6,RJ,Serra,Sem divisão,2,Pavimento flexível (asfalto),1,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
2,Verão,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 06,Entre 800 e 825,0
2,Verão,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 750 e 775,0
2,Verão,6,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
2,Verão,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 25 e 50,0
2,Verão,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
2,Verão,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 0 e 25,0
2,Verão,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
2,Verão,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
3,Outono,3,RJ,Serra,Sem divisão,3,Pavimento flexível (asfalto),6,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
4,Outono,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
4,Outono,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),2,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 0 e 25,0
4,Outono,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 750 e 775,0
4,Outono,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 50 e 75,0
5,Outono,16,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 800 e 825,0
5,Outono,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acesso/ Retorno,Desconhecido,Entre 12 e 18,Entre 50 e 75,0
5,Outono,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
5,Outono,14,RJ,Planalto,Defensa Metálica,4,Pavimento flexível (asfalto),2,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
5,Outono,13,RJ,Planalto,Defensa Metálica,4,Pavimento flexível (asfalto),2,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
5,Outono,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 25 e 50,0
5,Outono,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 50 e 75,0
5,Outono,17,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
6,Outono,11,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 18 e 00,Entre 0 e 25,0
6,Outono,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 25 e 50,0
6,Outono,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 0 e 25,0
6,Outono,15,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 800 e 825,0
6,Outono,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
6,Outono,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 18 e 00,Entre 800 e 825,0
6,Outono,4,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
6,Outono,17,RJ,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
6,Outono,6,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,110,sem chuva,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 12 e 18,Entre 50 e 75,0
6,Outono,14,RJ,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),6,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 800 e 825,0
6,Outono,6,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 50 e 75,0
6,Inverno,9,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 25 e 50,0
6,Inverno,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
6,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 18 e 00,Entre 800 e 825,0
6,Inverno,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 0 e 25,0
6,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
6,Inverno,15,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
6,Inverno,10,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,80,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 18 e 00,Entre 25 e 50,0
6,Inverno,15,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 06,Entre 800 e 825,0
6,Inverno,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 12,Entre 775 e 800,0
7,Inverno,3,JF,Serra,Sem divisão,1,Pavimento semi-flexível,2,60,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 75 e 100,0
7,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 18,Entre 75 e 100,0
7,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 12,Entre 800 e 825,0
