Animal,Mês,Estação,Km,Trecho,Sentido,Trecho macro,Hora da Coleta,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa de Horario,Faixa de Quilometragem
rã,2,Verão,10,12,JF,Planalto,11:05:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,2,Verão,65,7,RJ,Planalto,15:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
serpente,2,Verão,65,7,RJ,Planalto,15:43:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,sim,não,sim,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
gambá-de-orelha-preta,2,Verão,80,5,RJ,Serra,09:50:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,não,sim,não,não,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
preguiça-comum,2,Verão,83,5,RJ,Serra,00:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,80,Sem chuva,não,sim,sim,não,não,não,sim,Acostamento,não,Entre 00 e 03,Entre 75 e 100
serpente,2,Verão,84,5,RJ,Serra,10:05:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
serpente,2,Verão,84,5,RJ,Serra,10:10:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
sapo,2,Verão,93,4,JF,Serra,08:00:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,não,não,não,sim,sim,Refúgio,não,Entre 06 e 09,Entre 75 e 100
cobra-verde,2,Verão,94,4,RJ,Serra,10:40:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,sim,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
morcego,2,Verão,97,3,RJ,Serra,11:05:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,sim,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
rabo-branco-de-garganta-rajada,2,Verão,97,3,RJ,Serra,10:55:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,sim,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
pombo-comum,2,Verão,101,3,JF,Serra,12:50:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,sim,sim,não,sim,não,Pista de rolamento,não,Entre 12 e 15,Entre 100 e 125
morcego,2,Verão,801,16,JF,Planalto,12:34:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
anu-preto,2,Verão,805,15,RJ,Planalto,13:19:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
rolinha-caldo-de-feijão,2,Verão,809,15,JF,Planalto,12:08:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 800 e 825
canário-da-terra,2,Verão,809,15,JF,Planalto,12:18:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 800 e 825
anu-preto,2,Verão,822,14,RJ,Planalto,13:48:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
falsa-coral,2,Verão,822,14,RJ,Planalto,13:52:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
morcego,2,Verão,823,14,RJ,Planalto,13:59:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 800 e 825
anu-preto,2,Verão,38,9,JF,Planalto,09:29:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,não,sim,não,sim,Acostamento,não,Entre 09 e 12,Entre 25 e 50
maritaca-verde,2,Verão,50,8,JF,Planalto,09:10:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,não,sim,não,sim,Acostamento,não,Entre 09 e 12,Entre 25 e 50
gambá-de-orelha-preta,2,Verão,73,6,RJ,Serra,14:56:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 50 e 75
rato-do-brejo,2,Verão,73,6,RJ,Serra,15:08:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 15 e 18,Entre 50 e 75
azulão-bóia,2,Verão,90,4,RJ,Serra,09:20:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,sim,não,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
quati,2,Verão,92,4,RJ,Serra,09:45:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,sim,não,sim,sim,Canteiro,não,Entre 09 e 12,Entre 75 e 100
quati,2,Verão,92,4,RJ,Serra,09:40:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,sim,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
Beija-flor-de-peito-azul,2,Verão,794,17,RJ,Planalto,11:54:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 775 e 800
anú-branco,2,Verão,794,17,RJ,Planalto,11:45:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,sim,não,Retorno/Acesso,não,Entre 09 e 12,Entre 775 e 800
gambá-de-orelha-preta,2,Verão,806,15,JF,Planalto,11:00:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Pista de rolamento,não,Entre 09 e 12,Entre 800 e 825
arapaçu-rajado,2,Verão,808,15,JF,Planalto,10:52:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 800 e 825
saíra-amarela,2,Verão,821,14,RJ,Planalto,13:21:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 800 e 825
tatu-galinha,2,Verão,2,13,RJ,Planalto,00:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,sim,não,não,sim,sim,Pista de rolamento,não,Entre 00 e 03,Entre 0 e 25
morcego,2,Verão,10,12,JF,Planalto,11:33:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
saíra-amarela,2,Verão,14,12,RJ,Planalto,13:55:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
pombo-comum,2,Verão,26,10,RJ,Planalto,14:32:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 15,Entre 25 e 50
mamífero,2,Verão,36,9,RJ,Planalto,14:52:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 25 e 50
gambá-de-orelha-preta,2,Verão,73,6,RJ,Serra,15:34:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 15 e 18,Entre 50 e 75
gambá-de-orelha-preta,2,Verão,76,5,JF,Serra,10:18:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,não,não,não,não,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
falsa-coral,2,Verão,87,4,RJ,Serra,15:40:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,não,não,não,sim,Acostamento,não,Entre 15 e 18,Entre 75 e 100
anfíbio,2,Verão,87,4,RJ,Serra,16:00:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,não,não,não,sim,Pista de rolamento,não,Entre 15 e 18,Entre 75 e 100
gambá-de-orelha-preta,2,Verão,94,4,RJ,Serra,09:20:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,não,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,2,Verão,94,4,RJ,Serra,09:30:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,não,não,sim,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
rã-manteiga,2,Verão,94,4,RJ,Serra,09:25:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,não,não,sim,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
sapo,2,Verão,98,3,RJ,Serra,09:50:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,sim,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 75 e 100
morcego,2,Verão,102,3,RJ,Serra,10:05:00,Barreira rígida (New Jersey),3,Pavimento flexível (asfalto),6,70,Sem chuva,sim,sim,sim,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 100 e 125
cobra-lisa,2,Verão,828,13,JF,Planalto,12:06:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,sim,não,não,Pista de rolamento,não,Entre 12 e 15,Entre 825 e 850
morcego,2,Verão,7,12,JF,Planalto,09:36:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
anu-preto,2,Verão,11,12,JF,Planalto,09:25:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,2,Verão,15,12,RJ,Planalto,14:13:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
choca-da-mata,2,Verão,42,9,RJ,Planalto,14:57:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 25 e 50
pombo-comum,2,Verão,60,7,RJ,Planalto,15:36:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,não,não,Desconhecido,não,Entre 15 e 18,Entre 50 e 75
cuíca-lanosa,2,Verão,62,7,RJ,Planalto,15:44:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,sim,não,não,não,não,não,Desconhecido,não,Entre 15 e 18,Entre 50 e 75
morcego,2,Verão,73,6,JF,Serra,07:56:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 50 e 75
serpente,2,Verão,78,5,RJ,Serra,16:09:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,não,não,não,não,sim,Pista de rolamento,não,Entre 15 e 18,Entre 75 e 100
rã,2,Verão,85,5,JF,Serra,08:15:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,não,sim,não,não,sim,Pista de rolamento,não,Entre 06 e 09,Entre 75 e 100
ferro-velho,2,Verão,93,4,JF,Serra,07:55:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,não,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 09,Entre 75 e 100
sagui,2,Verão,96,3,RJ,Serra,09:40:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,não,não,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
pombo-comum,2,Verão,104,3,JF,Baixada,11:30:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,não,sim,não,sim,não,sim,não,Pista de rolamento,não,Entre 09 e 12,Entre 100 e 125
cascavel,2,Verão,787,17,JF,Planalto,11:49:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 775 e 800
jacú,2,Verão,819,14,JF,Planalto,10:03:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 800 e 825
falsa-coral,2,Verão,34,10,JF,Planalto,10:36:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 25 e 50
morcego,2,Verão,62,7,JF,Planalto,09:21:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 50 e 75
tatu-galinha,2,Verão,86,4,JF,Serra,08:15:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 09,Entre 75 e 100
mamífero,2,Verão,92,4,RJ,Serra,09:30:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,sim,não,não,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
carcará,2,Verão,791,17,JF,Planalto,12:19:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 15,Entre 775 e 800
gambá-de-orelha-preta,2,Verão,799,16,RJ,Planalto,12:40:00,Barreira rígida (New Jersey),3,Pavimento flexível (asfalto),5,110,Sem chuva,não,sim,não,sim,não,não,não,Retorno/Acesso,não,Entre 12 e 15,Entre 775 e 800
cascavel,2,Verão,810,15,RJ,Planalto,12:58:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 800 e 825
dormideira,2,Verão,810,15,RJ,Planalto,13:01:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 800 e 825
ararinha,2,Verão,0,13,JF,Planalto,10:41:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
bacurau,2,Verão,10,12,RJ,Planalto,15:40:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
pardal,2,Verão,10,12,RJ,Planalto,15:47:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
bem-te-vi,2,Verão,17,11,JF,Planalto,10:20:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
suiriri,2,Verão,24,11,JF,Planalto,10:05:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,sim,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,2,Verão,37,9,JF,Planalto,09:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
anu-preto,2,Verão,60,7,RJ,Planalto,16:37:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,sim,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
cobra-de-capim,2,Verão,71,6,JF,Planalto,08:45:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 50 e 75
bem-te-vi,2,Verão,71,6,JF,Planalto,08:47:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 50 e 75
gavião-carijó,2,Verão,75,6,JF,Serra,08:30:00,Sem divisão,1,Pavimento flexível (asfalto),3,110,Sem chuva,não,sim,sim,não,não,sim,sim,Acostamento,não,Entre 06 e 09,Entre 50 e 75
gambá-de-orelha-preta,2,Verão,80,5,JF,Serra,11:10:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,sim,não,não,não,sim,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
serpente,2,Verão,81,5,JF,Serra,10:50:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,sim,não,sim,não,sim,não,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,2,Verão,95,4,JF,Serra,08:20:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,não,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 09,Entre 75 e 100
gambá-de-orelha-preta,2,Verão,95,4,RJ,Serra,12:00:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,sim,não,não,não,sim,sim,Pista de rolamento,não,Entre 12 e 15,Entre 75 e 100
morcego,2,Verão,102,3,RJ,Serra,12:25:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,sim,sim,sim,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 100 e 125
gambá-de-orelha-preta,2,Verão,102,3,JF,Serra,07:50:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,sim,sim,não,sim,não,sim,não,Pista de rolamento,não,Entre 06 e 09,Entre 100 e 125
anu-preto,2,Verão,774,18,JF,Planalto,12:33:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Retorno/Acesso,não,Entre 12 e 15,Entre 750 e 775
maritaca,2,Verão,794,17,RJ,Planalto,13:19:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,110,Sem chuva,não,sim,não,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
dormideira,2,Verão,794,17,RJ,Planalto,13:23:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,110,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 775 e 800
dormideira,2,Verão,794,17,RJ,Planalto,13:26:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,110,Sem chuva,não,sim,não,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
tiziu,2,Verão,794,17,RJ,Planalto,13:28:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,110,Sem chuva,não,sim,não,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
pardal,2,Verão,6,12,RJ,Planalto,13:09:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 0 e 25
ave,2,Verão,6,12,RJ,Planalto,13:06:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 15,Entre 0 e 25
pombo-comum,2,Verão,10,12,RJ,Planalto,13:17:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
morcego,2,Verão,10,12,JF,Planalto,09:15:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
anú-branco,2,Verão,36,9,RJ,Planalto,14:05:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,110,Sem chuva,não,sim,não,não,sim,não,não,Acostamento,não,Entre 12 e 15,Entre 25 e 50
rã-da-floresta,2,Verão,36,9,RJ,Planalto,14:08:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,110,Sem chuva,não,sim,não,não,sim,não,não,Acostamento,não,Entre 12 e 15,Entre 25 e 50
gambá-de-orelha-preta,2,Verão,72,6,RJ,Serra,14:46:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,não,não,não,sim,sim,Pista de rolamento,não,Entre 12 e 15,Entre 50 e 75
joão-porca,2,Verão,82,5,JF,Serra,12:55:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,sim,não,não,sim,sim,Pista de rolamento,não,Entre 12 e 15,Entre 75 e 100
rã,2,Verão,82,5,JF,Serra,13:00:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,sim,não,não,sim,sim,Acostamento,não,Entre 12 e 15,Entre 75 e 100
pariri,2,Verão,88,4,RJ,Serra,08:55:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,sim,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 75 e 100
morcego,2,Verão,101,3,RJ,Serra,09:30:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,sim,sim,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 100 e 125
andorinha-pequena-de-casa,2,Verão,773,18,RJ,Planalto,11:03:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 750 e 775
bem-te-vi,2,Verão,780,18,RJ,Planalto,11:18:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 775 e 800
tico-tico-rei-cinza,2,Verão,783,18,RJ,Planalto,11:24:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 775 e 800
rolinha-caldo-de-feijão,2,Verão,7,12,JF,Planalto,11:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
pardal,2,Verão,16,11,JF,Planalto,11:22:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
canário-da-terra,2,Verão,16,11,JF,Planalto,11:25:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
rã-manteiga,2,Verão,51,8,RJ,Planalto,15:06:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
pardal,2,Verão,51,8,RJ,Planalto,14:58:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,sim,não,sim,Acostamento,não,Entre 12 e 15,Entre 50 e 75
tiê-de-bando,2,Verão,75,6,JF,Serra,10:08:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 50 e 75
cobra-parelheira,2,Verão,76,5,RJ,Serra,15:46:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,sim,sim,não,não,não,sim,Pista de rolamento,não,Entre 15 e 18,Entre 75 e 100
sagui,2,Verão,82,5,RJ,Serra,09:15:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,sim,não,sim,não,sim,sim,Pista de rolamento,não,Entre 09 e 12,Entre 75 e 100
gavião-carijó,2,Verão,87,4,JF,Serra,08:15:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,sim,não,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 09,Entre 75 e 100
gaturamo-verdadeiro,2,Verão,96,3,RJ,Serra,15:15:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,não,sim,não,sim,sim,Acostamento,não,Entre 15 e 18,Entre 75 e 100
sagui,2,Verão,826,13,RJ,Planalto,13:42:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 825 e 850
